video_id,video_title,question_id,question,answer,difficulty,normalized_answer,normalized_question,is_aligned
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q210,ما النص الحرفي المذكور في هذه الفقرة؟,الجنوبيين اللي ممكن يبقوا عنصريين شوية،,Medium,الجنوبيين اللي ممكن يبقوا عنصريين شويه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q211,ماذا ورد في هذا الموضع من النص؟,مش كسبان طرف للآخر!,Easy,مش كسبان طرف للاخر !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q212,ما الجملة المذكورة في هذا السياق؟,في خطوات صغيرة،,Medium,في خطوات صغيره ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q213,كيف صيغت العبارة هنا؟,"بـ""قلعة العنصرية""،",Easy,بقلعه العنصريه ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q214,ما الذي قيل في هذا الجزء؟,كان لقبها bombingham!,Medium,كان لقبها bombingham !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q215,ما النص الحرفي المذكور في هذه الفقرة؟,يقود معركة في قلب هذه القلعة،,Easy,يقود معركه في قلب هذه القلعه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q216,ماذا ورد في هذا الموضع من النص؟,إن لو العدالة اتحققت في المكان دا،,Medium,ان لو العداله اتحققت في المكان دا ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q217,ما الجملة المذكورة في هذا السياق؟,وشها الحقيقي أمام الكاميرات.,Easy,وشها الحقيقي امام الكاميرات .,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q218,كيف صيغت العبارة هنا؟,لحد ما بنوصل لـ3 مايو 1963،,Medium,لحد ما بنوصل ل 3 مايو 1963 ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q219,ما الذي قيل في هذا الجزء؟,خراطيم ميّه قوية جدًا على الناس،,Easy,خراطيم ميه قويه جدا علي الناس ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q220,ما النص الحرفي المذكور في هذه الفقرة؟,يطيروا في الهوا!,Medium,يطيروا في الهوا !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q221,ماذا ورد في هذا الموضع من النص؟,بتتجمّع حواليه وتنهش في لحمه!,Easy,بتتجمع حواليه وتنهش في لحمه !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q222,ما الجملة المذكورة في هذا السياق؟,وهو ثابت تمامًا،,Medium,وهو ثابت تماما ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q223,كيف صيغت العبارة هنا؟,فاتح بُقه ناحية بطنه،,Easy,فاتح بقه ناحيه بطنه ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q224,ما الذي قيل في هذا الجزء؟,"في الصفحة الأولى لـ""النيويورك تايمز""،",Medium,في الصفحه الاولي لالنيويورك تايمز ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q225,ما النص الحرفي المذكور في هذه الفقرة؟,"إن الصورة دي توجّع ""أمريكا"" أكتر من أي حرب!",Easy,ان الصوره دي توجع امريكا اكتر من اي حرب !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q226,ماذا ورد في هذا الموضع من النص؟,"""السكوت لم يعُد اختيار.""",Medium,السكوت لم يعد اختيار .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q227,ما الجملة المذكورة في هذا السياق؟,أو يبعت لولاده لأحسن مدرسة ممكنة،,Easy,او يبعت لولاده لاحسن مدرسه ممكنه ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q228,كيف صيغت العبارة هنا؟,"""جون لويس""، هيخرج ويقول...",Medium,جون لويس ، هيخرج ويقول...,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q229,ما الذي قيل في هذا الجزء؟,عن مشروع قانون شامل للحقوق المدنية،,Easy,عن مشروع قانون شامل للحقوق المدنيه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q230,ما النص الحرفي المذكور في هذه الفقرة؟,ما فيش فصل بين البيض والسود،,Medium,ما فيش فصل بين البيض والسود ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q231,ماذا ورد في هذا الموضع من النص؟,"عشان تقدر تلاحق الجرايم العنصرية.""",Easy,عشان تقدر تلاحق الجرايم العنصريه .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q232,ما الجملة المذكورة في هذا السياق؟,"إن ""كينيدي"" كان أول رئيس أمريكي",Medium,ان كينيدي كان اول رييس امريكي,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q233,كيف صيغت العبارة هنا؟,"كان ""أبراهام لينكولن""،",Easy,كان ابراهام لينكولن ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q234,ما الذي قيل في هذا الجزء؟,رد العنصريين كان شديد القسوة،,Medium,رد العنصريين كان شديد القسوه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q235,ما النص الحرفي المذكور في هذه الفقرة؟,بيتقتل قُدّام بيته!,Easy,بيتقتل قدام بيته !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q236,ماذا ورد في هذا الموضع من النص؟,من أكبر مسيرات المساواة في التاريخ،,Medium,من اكبر مسيرات المساواه في التاريخ ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q237,ما الجملة المذكورة في هذا السياق؟,"""مارتن لوثر كينج"" بيقول خطابه الأشهر،",Easy,مارتن لوثر كينج بيقول خطابه الاشهر ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q238,كيف صيغت العبارة هنا؟,"بتنفجر كنيسة في ""برمنجهام""،",Medium,بتنفجر كنيسه في برمنجهام ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q239,ما الذي قيل في هذا الجزء؟,بتشوف وشّها الحقيقي لأول مرة،,Easy,بتشوف وشها الحقيقي لاول مره ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q240,ما النص الحرفي المذكور في هذه الفقرة؟,ولسنا بلد الحريات،,Medium,ولسنا بلد الحريات ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q241,ماذا ورد في هذا الموضع من النص؟,"لمجرد إن هُناك تغييرات حقيقية بتحصل!""",Easy,لمجرد ان هناك تغييرات حقيقيه بتحصل !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q242,ما الجملة المذكورة في هذا السياق؟,صعب جدًا إن حرب نووية ما تحصلش فيه،,Medium,صعب جدا ان حرب نوويه ما تحصلش فيه ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q243,كيف صيغت العبارة هنا؟,ولكنه لسة مش عارف ينقذ بلده!,Easy,ولكنه لسه مش عارف ينقذ بلده !,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q244,ما الذي قيل في هذا الجزء؟,"هو فترة الطُموح والثروة في ""أمريكا""،",Medium,هو فتره الطموح والثروه في امريكا ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q245,ما النص الحرفي المذكور في هذه الفقرة؟,والناحية التانية بقى، الثورة،,Easy,والناحيه والتانيه بقي ، الثوره ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q246,ماذا ورد في هذا الموضع من النص؟,عاش في 22 بيت وهو طفل،,Medium,عاش في 22 بيت وهو طفل ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q247,ما الجملة المذكورة في هذا السياق؟,وعنده طاقة غضب كبيرة جدًا،,Easy,وعنده طاقه غضب كبيره جدا ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q248,كيف صيغت العبارة هنا؟,بسمات انفصامية،,Medium,بسمات انفصاميه ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q249,ما الذي قيل في هذا الجزء؟,عايش في عالَم خيالي خاص بيه،,Easy,عايش في عالم خيالي خاص بيه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q250,ما النص الحرفي المذكور في هذه الفقرة؟,ورجّعته تاني للحياة،,Medium,ورجعته تاني للحياه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q251,ماذا ورد في هذا الموضع من النص؟,"يقولّهم: ""أنا عايز أبقى معاكم،",Easy,يقولهم: انا عايز ابقي معاكم ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q252,ما الجملة المذكورة في هذا السياق؟,"اللي بتفسّر الفقر والنبذ اللي أنا عايش فيهم!""",Medium,اللي بتفسر الفقر والنبذ اللي انا عايش فيهم !,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q253,كيف صيغت العبارة هنا؟,"لمكان جديد، وهو الـ""مارينز"".",Easy,لمكان جديد ، وهو المارينز .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q254,ما الذي قيل في هذا الجزء؟,بيضرب نفسه بالنار في دراعه،,Medium,بيضرب نفسه بالنار في دراعه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q255,ما النص الحرفي المذكور في هذه الفقرة؟,عشان يوقّف قرار نقل كان طلعله،,Easy,عشان يوقف قرار نقل كان طلعله ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q256,ماذا ورد في هذا الموضع من النص؟,"مش عايز يروح (الفلبين)؟""",Medium,مش عايز يروح ؟,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q257,ما الجملة المذكورة في هذا السياق؟,دا ممكن يموّت نفسه.,Easy,دا ممكن يموت نفسه .,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q258,كيف صيغت العبارة هنا؟,شافوه شخص غريب الأطوار،,Medium,شافوه شخص غريب الاطوار ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q259,ما الذي قيل في هذا الجزء؟,بيحيّي العلم معانا آه،,Easy,بيحيي العلم معانا اه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q260,ما النص الحرفي المذكور في هذه الفقرة؟,وبيقرا لـ(كارل ماركس)!,Medium,وبيقرا ل !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q261,ماذا ورد في هذا الموضع من النص؟,"أنه مُحب للشيوعية! شيوعي!""",Easy,انه محب للشيوعيه ! شيوعي !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q262,ما الجملة المذكورة في هذا السياق؟,زي ما دخله بالظبط،,Medium,زي ما دخله بالظبط ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q263,كيف صيغت العبارة هنا؟,"إن هو هيسيب ""أمريكا"" كلها،",Easy,ان هو هيسيب امريكا كلها ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q264,ما الذي قيل في هذا الجزء؟,"""الاتحاد السوفييتي"".",Medium,الاتحاد السوفييتي .,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q265,ما النص الحرفي المذكور في هذه الفقرة؟,"وراح ""موسكو""،",Easy,وراح موسكو ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q266,ماذا ورد في هذا الموضع من النص؟,في الجيش الأمريكي وعنده أفكار!,Medium,في الجيش الامريكي وعنده افكار !,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q267,ما الجملة المذكورة في هذا السياق؟,"وقالّهم: ""أنا عايز أشتغل معاكم.""",Easy,وقالهم: انا عايز اشتغل معاكم .,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q268,كيف صيغت العبارة هنا؟,"حد عايز يشتغل معانا!""",Medium,حد عايز يشتغل معانا !,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q269,ما الذي قيل في هذا الجزء؟,في حمّام الفندق اللي نازل فيه،,Easy,في حمام الفندق اللي نازل فيه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q270,ما النص الحرفي المذكور في هذه الفقرة؟,"نموذج للـ""بروباجندا""،",Medium,نموذج للبروباجندا ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q271,ماذا ورد في هذا الموضع من النص؟,"إلى جنة الشيوعية.""",Easy,الي جنه الشيوعي .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q272,ما الجملة المذكورة في هذا السياق؟,الراجل الشرير، اللي احنا ثُرنا عليه؟,Medium,الراجل الشرير ، اللي احنا ثرنا عليه ؟,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q273,كيف صيغت العبارة هنا؟,في الأرشيف عندنا، بنحترمه،,Easy,في الارشيف عندنا ، بنحترمه ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q274,ما الذي قيل في هذا الجزء؟,"ولو جه متأخر، بنخصمله!""",Medium,ولو جه متاخر ، بنخصمله !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q275,ما النص الحرفي المذكور في هذه الفقرة؟,ارجع شوف هذه الحلقة، بحبها جدًا!,Easy,ارجع شوف هذه الحلقه ، بحبها جدا !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q276,ماذا ورد في هذا الموضع من النص؟,"اسمها ""الإمبرطوار الأخير""،",Medium,اسمها الامبرطوار الاخير ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q277,ما الجملة المذكورة في هذا السياق؟,"إن بعد شهور، ""أوزوالد"" بيكتب في مذكراته",Easy,ان بعد شهور ، اوزوالد بيكتب في مذكراته,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q278,كيف صيغت العبارة هنا؟,لو كانت ظبطت weekend حلو، كانت كمّلت!,Medium,لو كانت ظبطت weekend حلو ، كانت كملت !,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q279,ما الذي قيل في هذا الجزء؟,حطوا دي في الخطة اللي بعد كدا، إن شاء الله!,Easy,حطوا دي في الخطه اللي بعد كدا ، ان شاء الله !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q280,ما النص الحرفي المذكور في هذه الفقرة؟,إن شاء الله، شوية ترفيه!,Medium,ان شاء الله ، شويه ترفيه !,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q281,ماذا ورد في هذا الموضع من النص؟,"""جواكت"" أزرق في أحمر،",Easy,جواكت ازرق في احمر ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q282,ما الجملة المذكورة في هذا السياق؟,"في ""الاتحاد السوفييتي""،",Medium,في الاتحاد السوفييتي ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q283,كيف صيغت العبارة هنا؟,كان كسول وغير ملتزم تمامًا،,Easy,كان كسول وغير ملتزم تماما ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q284,ما الذي قيل في هذا الجزء؟,الـHomesickness كان تاعبه،,Medium,ال homesickness كان تاعبه ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q285,ما النص الحرفي المذكور في هذه الفقرة؟,"قاعد بيسمع إذاعة ""صوت (أمريكا)""،",Easy,قاعد بيسمع اذاعه صوت ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q286,ماذا ورد في هذا الموضع من النص؟,زي ما انت عارف من الأفلام كدا،,Medium,زي ما انت عارف من الافلام كدا ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q287,ما الجملة المذكورة في هذا السياق؟,على كل حاجة في هذا الوقت،,Easy,علي كل حاجه في هذا الوقت ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q288,كيف صيغت العبارة هنا؟,اللي كانت بتحصل للمواطنين السوفييتيين،,Medium,اللي كانت بتحصل للمواطنين السوفييتيين ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q289,ما الذي قيل في هذا الجزء؟,في الجيش الأمريكي!,Easy,في الجيش الامريكي !,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q290,ما النص الحرفي المذكور في هذه الفقرة؟,الراجل دا طول الوقت وفي كل حركة،,Medium,الراجل دا طول الوقت وفي كل حركه ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q291,ماذا ورد في هذا الموضع من النص؟,من فتحة معمولة في حيطة جوا شقته.,Easy,من فتحه معموله في حيطه جوا شقته .,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q292,ما الجملة المذكورة في هذا السياق؟,"""مارينا بروساكوفا""،",Medium,مارينا بروساكوفا ،,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q293,كيف صيغت العبارة هنا؟,وبعدها بشهور، بيخلّفوا.,Easy,وبعدها بشهور ، بيخلفوا .,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q294,ما الذي قيل في هذا الجزء؟,بقت أصعب بكتير من حياته قبل الجواز،,Medium,بقت اصعب بكتير من حياته قبل الجواز ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q295,ما النص الحرفي المذكور في هذه الفقرة؟,بنلاقي الراجل بيكتب في يومياته:,Easy,بنلاقي الراجل بيكتب في يومياته:,ما النص الحرفي المذكور في هذه الفقره ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q296,ماذا ورد في هذا الموضع من النص؟,بيرجع مع زوجته السوفييتية،,Medium,بيرجع مع زوجته السوفييتي ،,ماذا ورد في هذا الموضع من النص ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q297,ما الجملة المذكورة في هذا السياق؟,"وبنلبس ""جينز""، وبنشرب مشروبات غازية!",Easy,وبنلبس جينز ، وبنشرب مشروبات غازيه !,ما الجمله المذكوره في هذا السياق ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q298,كيف صيغت العبارة هنا؟,يا إما يسيب الشغل بمزاجه،,Medium,يا اما يسيب الشغل بمزاجه ،,كيف صيغت العباره هنا ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q299,ما الذي قيل في هذا الجزء؟,"في ""الاتحاد السوفييتي""،",Easy,في الاتحاد السوفييتي ،,ما الذي قيل في هذا الجزء ؟,True
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q300,ما النص الحرفي المذكور في هذه الفقرة؟,إن هي تسلّفه فلوس يرجع بيها،,Medium,ان هي تسلفه فلوس يرجع بيها ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
